age_rating;index_fk;index_cl;index_dc;index_ari;index_SMOG;avg_words_len;avg_sent_len;med_sent_len;med_words_len;avg_count_syl;many_syllables;len_text;ttr;ttr_a;ttr_n;ttr_v;nav;count_v;count_s;count_adj;words_fr;words_r;words_d;words_doc;v_fr;v_r;v_d;v_doc;s_fr;s_r;s_d;s_doc;adv_fr;adv_r;adv_d;adv_doc;adj_fr;adj_r;adj_d;adj_doc;prop_fr;prop_r;prop_d;prop_doc;5000_proc;5000_freq;pos_fact;pos_opinion;pos_feeling;neg_fact;neg_opinion;neg_feeling
0.75;5.446484234234234;8.215045045045049;6.025712837837839;8.212478040540532;6.68086532814534;7.078125;122.28571428571429;118;7;2.33203125;0.03515625;3372;0.92578125;0.9354838709677419;0.9144736842105263;1.0;1.849957555178268;0.01171875;0.0390625;0.0234375;190.5375;76.91666666666667;78.29166666666667;2950.7916666666665;7.666666666666667;36.0;41.0;317.0;145.13000000000002;93.0;89.9;3250.0;1.1;36.0;69.0;58.0;57.03333333333333;67.0;89.0;1800.6666666666667;19.5;90.0;52.0;305.0;0.03515625;297.4844444444445;0.0;0.004219409282700422;0.0;0.004219409282700422;0.008438818565400843;0.0
0.75;10.612008849557519;8.743008849557523;8.560969026548673;9.448325221238939;9.599537510616244;6.96875;135.58333333333334;124;6;2.65234375;0.07421875;3283;0.76953125;0.6527777777777778;0.7938144329896907;0;0;0.171875;0.328125;0.18359375;618.0981481481481;95.4074074074074;93.37777777777778;7014.970370370371;719.2340909090909;97.61363636363636;95.0;5575.772727272727;172.01547619047616;94.73809523809524;92.38095238095238;3354.1071428571427;223.47499999999994;96.58333333333333;94.75;4762.791666666667;287.4191489361702;92.82978723404256;93.40425531914893;5932.574468085107;72.73846153846156;90.46153846153847;85.76923076923077;1715.076923076923;0.703125;0.19283333333333333;0.015228426395939087;0.1218274111675127;0.05583756345177665;0.01015228426395939;0.07614213197969544;0.015228426395939087
0.75;7.978174743024965;9.531233480176216;8.063097650513951;9.64376027900147;9.133422017915692;6.7890625;95.33333333333333;94;6;2.50390625;0.05859375;3061;0.859375;0.8837209302325582;0.8446601941747572;0;0;0.25390625;0.3203125;0.11328125;502.55084033613434;90.81512605042016;92.09243697478992;4949.415966386555;1043.9600000000003;90.83076923076923;93.3076923076923;6268.630769230769;151.5951219512195;92.34146341463415;90.5;2645.890243902439;129.2478260869565;94.3913043478261;93.56521739130434;3012.9565217391305;74.32413793103447;82.10344827586206;91.51724137931035;1959.7586206896551;140.3857142857143;81.28571428571429;82.57142857142857;2795.714285714286;0.5703125;0.8447945205479452;0.00909090909090909;0.01818181818181818;0.0;0.022727272727272728;0.045454545454545456;0.00909090909090909
0.75;6.399979787509714;7.214052863436127;6.320242809017881;7.038980176211453;7.161821145107631;6.6953125;96.41176470588235;95;6;2.41796875;0.02734375;3082;0.80078125;0.7631578947368421;0.8235294117647058;1.0;1.586687306501548;0.26171875;0.296875;0.109375;793.197244094488;96.55905511811024;93.9015748031496;7010.346456692913;1589.0283582089548;95.1044776119403;94.13432835820896;7078.298507462687;300.8947368421052;97.4342105263158;92.69736842105263;4767.631578947368;181.47435897435895;97.46153846153847;94.35897435897436;4351.923076923077;286.40000000000003;98.39285714285714;94.46428571428571;6039.0;2.1;50.0;75.0;94.0;0.734375;0.13835106382978724;0.00975609756097561;0.04390243902439024;0.004878048780487805;0.01951219512195122;0.04390243902439024;0.01951219512195122
0.75;9.267612385321101;9.167706422018355;7.771001146788992;9.279335435779814;8.891153770860452;6.76953125;104.375;108;6;2.49609375;0.0390625;3279;0.76953125;0.8235294117647058;0.6829268292682927;0;0;0.24609375;0.41015625;0.0859375;575.2946502057612;95.25925925925925;92.8477366255144;5324.395061728395;1126.039682539683;94.44444444444444;93.46031746031746;5389.714285714285;211.73047619047617;95.5904761904762;91.86666666666666;3527.304761904762;189.87222222222223;95.61111111111111;93.5;4089.3333333333335;97.18636363636364;95.45454545454545;92.4090909090909;2581.1363636363635;6.733333333333334;65.66666666666667;81.66666666666667;220.0;0.6796875;0.9297701149425287;0.015228426395939087;0.050761421319796954;0.01015228426395939;0.04060913705583756;0.03553299492385787;0.030456852791878174
0.75;10.779860465116272;10.25372093023256;7.507418604651163;10.569616279069763;8.591366010968818;7.0390625;122.92857142857143;96;7;2.66015625;0.05859375;3431;0.796875;0.8095238095238095;0.7142857142857143;1.0;1.5238095238095237;0.1328125;0.37890625;0.18359375;453.7882352941175;92.99547511312217;92.56561085972851;5560.72850678733;873.7441176470589;96.26470588235294;94.76470588235294;5899.529411764706;173.25773195876286;88.76288659793815;90.61855670103093;3555.742268041237;268.42499999999995;97.125;95.0;5561.3125;123.29574468085106;94.23404255319149;92.31914893617021;2984.0851063829787;319.9;93.5;87.0;6155.5;0.5859375;1.5968;0.014705882352941176;0.06862745098039216;0.004901960784313725;0.004901960784313725;0.07352941176470588;0.014705882352941176
0.5;14.750269465960045;13.681210762331844;12.668572564207093;14.444236547085197;11.971409312660985;7.26953125;92.14285714285714;107;7;2.74609375;0.11328125;3483;0.765625;0.765625;0.7122302158273381;1.0;1.4778552158273381;0.14453125;0.42578125;0.17578125;570.9961702127656;94.98297872340426;91.65106382978723;5853.446808510638;1535.810810810811;97.94594594594595;94.5945945945946;8203.945945945947;240.52018348623858;96.85321100917432;92.3211009174312;4114.862385321101;292.56666666666666;99.88888888888889;96.22222222222223;7094.666666666667;186.40222222222226;95.42222222222222;91.62222222222222;4597.111111111111;97.215;75.2;77.45;1979.55;0.65625;1.6614285714285715;0.015306122448979591;0.08673469387755102;0.00510204081632653;0.0;0.00510204081632653;0.0
0.75;2.4530858113848737;5.216728971962617;4.461152931180969;4.860649532710276;5.037083315927257;6.90625;79.95;86;6;2.30078125;0.03125;3145;0.8671875;0.9354838709677419;0.875;0;0;0.015625;0.0390625;0.00390625;550.1125000000001;73.25;83.5;5700.5625;1506.4750000000001;76.5;76.25;13553.5;260.41999999999996;74.0;85.9;3264.5;0;0;0;0;171.1;100.0;96.0;4317.0;0;0;0;0;0.0234375;297.97499999999997;0.0;0.0045045045045045045;0.0;0.0;0.0;0.0
0.75;8.796129957805903;9.619367088607596;9.670362025316457;10.001013924050632;10.997809522152519;7.17578125;106.8125;129;7;2.76953125;0.0703125;3406;0.82421875;0.746031746031746;0.9084967320261438;1.0;1.6545284780578897;0.140625;0.55859375;0.1796875;257.2163999999998;92.412;92.092;4043.028;200.0805555555556;97.08333333333333;94.13888888888889;3515.3611111111113;117.38111888111891;91.66433566433567;91.18181818181819;2567.2727272727275;35.300000000000004;99.0;93.5;1377.5;113.83043478260869;87.26086956521739;91.82608695652173;2689.7391304347825;163.65;100.0;83.25;4117.75;0.58984375;3.504834437086093;0.018957345971563982;0.11374407582938388;0.02843601895734597;0.03317535545023697;0.052132701421800945;0.018957345971563982
0.75;7.850678362573099;7.88111111111111;9.36622807017544;7.755043859649128;10.191498903022177;7.1328125;103.3125;88;7;2.7109375;0.1015625;3209;0.859375;0.8392857142857143;0.8165137614678899;0;0;0.20703125;0.39453125;0.15625;412.1086614173226;92.55905511811024;92.35039370078741;5574.614173228347;592.6264150943397;94.50943396226415;93.54716981132076;5693.358490566037;243.5910891089109;93.46534653465346;92.07920792079207;3945.7524752475247;188.90526315789478;95.36842105263158;93.6842105263158;4313.684210526316;85.72499999999997;86.825;90.725;2494.775;199.14000000000001;67.6;76.6;3526.8;0.66796875;6.056666666666667;0.022727272727272728;0.1409090909090909;0.022727272727272728;0.00909090909090909;0.04090909090909091;0.00909090909090909
0.75;6.180186507936504;8.033839285714294;5.222031746031746;8.372021825396821;5.9441025139069685;7.08984375;62.7037037037037;44;7;2.5703125;0.03515625;3264;0.875;0.8444444444444444;0.8796296296296297;1.0;1.724074074074074;0.296875;0.37109375;0.12109375;445.88301158301147;92.34749034749035;91.71428571428571;4363.057915057915;826.1789473684212;94.98684210526316;92.6842105263158;5112.986842105263;144.96315789473678;93.03157894736842;90.82105263157895;2579.221052631579;174.80909090909094;96.5909090909091;94.72727272727273;4180.136363636364;81.86451612903225;81.87096774193549;90.2258064516129;1996.032258064516;112.89230769230768;90.76923076923077;86.92307692307692;2382.4615384615386;0.671875;0.35482558139534887;0.013392857142857142;0.044642857142857144;0.026785714285714284;0.013392857142857142;0.049107142857142856;0.022321428571428572
0.75;2.9296666666666695;3.3084976525821617;5.044584507042254;2.5506115023474223;5.563428052390717;6.78125;79.33333333333333;66;6;2.48046875;0.046875;2930;0.7421875;0.717948717948718;0.7654320987654321;0;0;0.296875;0.29296875;0.09375;847.6580246913575;96.56378600823045;93.6954732510288;6983.847736625515;1633.586842105262;98.13157894736842;94.82894736842105;8336.0;182.06666666666663;96.62666666666667;92.24;3499.346666666667;403.2297297297297;99.05405405405405;95.21621621621621;7283.405405405405;131.73749999999998;92.16666666666667;92.75;2995.1666666666665;2.1;50.0;75.0;94.0;0.75;6.859739583333333;0.010526315789473684;0.04736842105263158;0.015789473684210527;0.005263157894736842;0.031578947368421054;0.02631578947368421
0.75;6.262491228070182;6.303771929824563;6.181263157894738;5.959771929824562;7.0762365459753775;6.5546875;87.38888888888889;93;6;2.4609375;0.0390625;3101;0.78125;0.5892857142857143;0.8083333333333333;0;0;0.15234375;0.42578125;0.140625;438.6862815884475;93.1985559566787;89.64981949458483;5310.043321299639;758.7871794871792;98.0;94.53846153846153;6388.717948717948;172.57155963302756;91.59633027522936;87.77981651376147;2801.4036697247707;236.50000000000006;94.52380952380952;94.57142857142857;5183.619047619048;128.92500000000007;90.83333333333333;85.22222222222223;2956.472222222222;43.23999999999999;82.2;79.96;938.28;0.62109375;0.3168553459119497;0.02;0.045;0.025;0.015;0.025;0.015
1;6.140837889383334;7.43239669421488;6.418685950413224;7.449402733630009;7.199023601971002;7.14453125;64.0;54;7;2.59375;0.0390625;3262;0.8046875;0.75;0.7959183673469388;1.0;1.5459183673469388;0.265625;0.34765625;0.1328125;589.1858778625958;91.4885496183206;92.62977099236642;6081.393129770992;987.8970588235298;94.63235294117646;94.3529411764706;7235.25;91.43820224719099;84.10112359550561;90.0;1989.2808988764045;273.35357142857146;95.78571428571429;94.28571428571429;5448.535714285715;184.35000000000005;93.73529411764706;92.17647058823529;4543.823529411765;20.37142857142857;83.28571428571429;85.14285714285714;745.4285714285714;0.6171875;1.8576582278481013;0.009708737864077669;0.05825242718446602;0.0;0.03398058252427184;0.09223300970873786;0.009708737864077669
1;11.409223140495868;9.420000000000005;11.02418181818182;10.802652892561987;12.553279569776885;7.02734375;154.63636363636363;150;7;2.6640625;0.0546875;3120;0.7109375;0.782608695652174;0.7311827956989247;1.0;1.5137914913510988;0.265625;0.33984375;0.14453125;382.3625000000001;94.01893939393939;93.17424242424242;5160.231060606061;389.3838235294117;96.3529411764706;94.23529411764706;4815.529411764706;108.43563218390807;92.63218390804597;91.2183908045977;2213.5862068965516;303.458064516129;94.16129032258064;94.2258064516129;5578.645161290323;110.8675675675675;87.0;92.08108108108108;2601.162162162162;48.53333333333334;99.33333333333333;90.0;1323.6666666666667;0.6796875;6.9783908045977014;0.016483516483516484;0.04395604395604396;0.027472527472527472;0.027472527472527472;0.0989010989010989;0.016483516483516484
